rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SUBIIME-4,SUBIIME,0,32,0.001319,0.0,0.00056,768.88,BUF 11%; NE 11%; SF 8%
1353,PROBST-5,PROBST,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1354,Perfect Pint-1,Perfect Pint,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1355,The Mad Russian-2,The Mad Russian,0,32,0.001319,0.0,0.0,0.0,BUF 11%; NE 11%; SF 8%
1356,BullsBearsSheep-1,BullsBearsSheep,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1357,MOMO-1,MOMO,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1358,Mucked Nuts.-5,Mucked Nuts.,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1359,TD TONY-1,TD TONY,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1360,DUCK-5,DUCK,0,32,0.001319,0.0,0.0,0.0,BUF 10%; NE 10%; SF 7%
1361,Football Junkies-1,Football Junkies,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1362,DONTTELLYOURSISTER-1,DONTTELLYOURSISTER,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1363,* THE NUT SQUIRRELS-5,* THE NUT SQUIRRELS,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1364,ATS.IO-1,ATS.IO,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1365,Dble Dutch18-1,Dble Dutch18,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1366,TKASPRO27-2,TKASPRO27,0,32,0.001319,0.0,0.0,0.0,BUF 15%; NE 15%; SF 8%
1367,THROWIN' DARTS-1,THROWIN' DARTS,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1368,THERANKOUTSIDER-1,THERANKOUTSIDER,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1369,TKASPRO27-3,TKASPRO27,0,32,0.001319,0.0,0.0,0.0,BUF 13%; NE 13%; SF 8%
1370,Golfing in Hell-2,Golfing in Hell,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1371,EX-FINANCE-1,EX-FINANCE,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1372,DaliBones-1,DaliBones,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
1373,7- Out-1,7- Out,0,32,0.001319,0.0,0.0,0.0,BUF 19%; NE 18%; SF 8%
